DEPTH,WELL,CALI,CGR,DT,DTC,DTS,GR,NPHI,PE,POTA,RHOB,RT,RXO,SGR,THOR,URAN,LITHOLOGY
3872.027,C,8.5436,11.9127,71.8314,-999.25,139.0012,22.8202,0.156108,8.2056,0.8127,2.3761,0.357,0.4506,22.8202,0.1537,1.2144,-999.25
3872.1794,C,8.531,14.1987,72.301,-999.25,140.0244,24.3396,0.155266,8.2182,0.9971,2.3647,0.35,0.4262,24.3396,0.0703,1.129,-999.25
3872.3318,C,8.5301,18.0598,72.776,-999.25,141.0834,24.3162,0.156436,8.1974,1.2169,2.3534,0.3334,0.4045,24.3162,0.2936,0.6965,-999.25
3872.4842,C,8.5414,21.1915,73.1206,-999.25,141.9019,24.1782,0.155143,8.1896,1.3283,2.3497,0.2991,0.3903,24.1782,0.7399,0.3325,-999.25
3872.6366,C,8.5551,21.9424,73.4349,-999.25,142.4502,23.412,0.1548,8.1518,1.3104,2.3438,0.278,0.3642,23.412,1.024,0.1636,-999.25
3872.789,C,8.5574,21.3038,73.6286,-999.25,142.9105,22.3881,0.155156,8.0572,1.2486,2.3312,0.2817,0.3409,22.3881,1.0883,0.1207,-999.25
3872.9414,C,8.5597,21.1017,73.6276,-999.25,143.1521,21.919,0.159754,8.0169,1.1868,2.327,0.318,0.361,21.919,1.2761,0.091,-999.25
3873.0938,C,8.5574,19.6571,73.323,-999.25,143.0427,20.8101,0.156321,7.9419,1.0394,2.3203,0.3916,0.4113,20.8101,1.4513,0.1284,-999.25
3873.2462,C,8.5563,17.6554,72.6597,-999.25,142.303,20.7996,0.154328,7.8373,0.8746,2.321,0.4851,0.4977,20.7996,1.5376,0.3501,-999.25
3873.3986,C,8.5575,15.1719,71.8344,-999.25,140.6956,21.6807,0.142666,7.6401,0.7084,2.3456,0.5617,0.5519,21.6807,1.4929,0.7246,-999.25
3873.551,C,8.5521,16.4837,70.9859,-999.25,138.5976,23.0344,0.134563,7.4707,0.7118,2.3674,0.5615,0.5759,23.0344,1.8514,0.7293,-999.25
3873.7034,C,8.5349,18.5035,70.4303,-999.25,136.4389,24.9369,0.126777,7.2443,0.7416,2.3919,0.5121,0.6074,24.9369,2.3063,0.7163,-999.25
3873.8558,C,8.534,17.1422,70.3016,-999.25,135.3733,25.5394,0.12862,7.2311,0.6668,2.3934,0.4529,0.5821,25.5394,2.2172,0.9349,-999.25
3874.0082,C,8.528,14.2326,70.7503,-999.25,135.5202,25.5418,0.132519,7.2093,0.5897,2.3797,0.4115,0.4774,25.5418,1.6975,1.2591,-999.25
3874.1606,C,8.5351,13.7844,71.5246,-999.25,137.1112,24.8299,0.138592,7.1687,0.6472,2.3652,0.406,0.4331,24.8299,1.3423,1.2297,-999.25
3874.313,C,8.5403,17.0132,72.2599,-999.25,138.9403,24.0286,0.150069,7.1922,0.8923,2.355,0.4093,0.4576,24.0286,1.2852,0.781,-999.25
3874.4654,C,8.5421,20.6442,72.5182,-999.25,140.2071,23.5519,0.152674,7.3199,1.1023,2.3514,0.4195,0.4514,23.5519,1.482,0.3237,-999.25
3874.6178,C,8.5374,20.8608,72.3738,-999.25,140.4342,23.4706,0.149845,7.3958,1.1318,2.3552,0.4317,0.425,23.4706,1.426,0.2906,-999.25
3874.7702,C,8.5315,19.246,71.9901,-999.25,140.0687,23.3178,0.149119,7.489,1.047,2.3608,0.4557,0.4407,23.3178,1.3045,0.4533,-999.25
3874.9226,C,8.5286,17.8868,71.6186,-999.25,139.5297,22.4992,0.152487,7.5072,0.9568,2.3661,0.5097,0.4704,22.4992,1.2769,0.5135,-999.25
3875.075,C,8.5164,17.1169,71.4228,-999.25,139.0934,21.5342,0.147351,7.4144,0.9095,2.3773,0.5715,0.5423,21.5342,1.2464,0.4918,-999.25
3875.2274,C,8.5135,15.923,71.4819,-999.25,138.9753,20.5182,0.14054,7.2616,0.8832,2.3774,0.6071,0.6317,20.5182,1.0121,0.5116,-999.25
3875.3798,C,8.5121,13.7879,71.7821,-999.25,139.3543,19.7287,0.140144,6.9958,0.8172,2.3666,0.5687,0.6972,19.7287,0.6681,0.6614,-999.25
3875.5322,C,8.5072,12.5134,72.2506,-999.25,140.2807,19.0938,0.14252,6.7807,0.7831,2.3578,0.4782,0.5897,19.0938,0.4417,0.7326,-999.25
3875.6846,C,8.5092,11.9352,72.7752,-999.25,141.5832,18.4444,0.155345,6.7174,0.8205,2.3442,0.403,0.5055,18.4444,0.1295,0.7247,-999.25
3875.837,C,8.5113,12.8372,73.222,-999.25,142.8495,18.5423,0.160779,6.8856,0.8927,2.3371,0.3756,0.4402,18.5423,0.0987,0.6352,-999.25
3875.9894,C,8.5136,15.1439,73.5188,-999.25,143.7368,19.0451,0.162909,7.136,0.999,2.3352,0.4063,0.422,19.0451,0.331,0.4343,-999.25
3876.1418,C,8.5055,18.3383,73.6062,-999.25,144.054,19.6888,0.165612,7.1857,1.0354,2.338,0.4838,0.4815,19.6888,1.0932,0.1504,-999.25
3876.2942,C,8.5056,20.9508,73.4977,-999.25,143.9333,21.7507,0.158303,7.0176,1.0338,2.3424,0.539,0.5632,21.7507,1.8408,0.089,-999.25
3876.4466,C,8.5007,20.3917,73.1751,-999.25,143.1423,21.6367,0.158598,6.791,0.9289,2.3417,0.545,0.594,21.6367,2.0986,0.1386,-999.25
3876.599,C,8.4995,16.0981,72.7062,-999.25,142.0741,19.6455,0.159893,6.5298,0.7358,2.3368,0.5022,0.5081,19.6455,1.647,0.3949,-999.25
3876.7514,C,8.5062,15.0766,72.1735,-999.25,140.8911,20.5899,0.157944,6.5752,0.6565,2.3343,0.4458,0.4598,20.5899,1.672,0.6138,-999.25
3876.9038,C,8.5123,16.6837,71.7195,-999.25,139.9209,22.131,0.158845,6.733,0.7333,2.3401,0.4243,0.4617,22.131,1.8229,0.6065,-999.25
3877.0562,C,8.5015,19.088,71.4874,-999.25,139.2188,22.7052,0.152048,6.667,0.8691,2.3445,0.4296,0.4927,22.7052,1.966,0.4027,-999.25
3877.2086,C,8.4869,21.0176,71.4809,-999.25,138.677,22.8969,0.145393,6.5134,0.9533,2.3448,0.4419,0.4813,22.8969,2.1795,0.2092,-999.25
3877.361,C,8.475,21.4362,71.6532,-999.25,138.221,22.6814,0.148989,6.3744,0.9069,2.3447,0.4596,0.457,22.6814,2.4824,0.1386,-999.25
3877.5134,C,8.4769,19.7449,71.7708,-999.25,137.6032,22.3249,0.158868,6.3779,0.8413,2.3418,0.4721,0.4635,22.3249,2.263,0.2872,-999.25
3877.6658,C,8.4704,16.7069,71.646,-999.25,136.3822,22.0411,0.156675,6.3442,0.79,2.3339,0.4869,0.4703,22.0411,1.6045,0.5939,-999.25
3877.8182,C,8.4704,15.5902,71.2144,-999.25,134.7358,21.9245,0.15232,6.2532,0.8381,2.3312,0.5068,0.5056,21.9245,1.0967,0.7052,-999.25
3877.9706,C,8.4687,16.3049,70.5653,-999.25,132.9825,21.669,0.154337,6.1491,0.9085,2.336,0.5206,0.5141,21.669,1.0197,0.5972,-999.25
3878.123,C,8.453,16.3635,69.9081,-999.25,131.647,21.0075,0.150032,6.1156,0.9048,2.3513,0.5177,0.527,21.0075,1.0511,0.517,-999.25
3878.2754,C,8.4472,16.0133,69.4627,-999.25,130.8777,20.3643,0.135838,6.0561,0.8605,2.369,0.4894,0.5176,20.3643,1.1277,0.4844,-999.25
3878.4278,C,8.4443,15.2175,69.3137,-999.25,130.5612,20.178,0.134011,6.0167,0.8079,2.3708,0.4583,0.4997,20.178,1.1108,0.5523,-999.25
3878.5802,C,8.4429,15.6303,69.4025,-999.25,130.566,20.999,0.140474,6.0084,0.7961,2.3687,0.431,0.4523,20.999,1.2749,0.5977,-999.25
3878.7326,C,8.442,16.479,69.5543,-999.25,130.6903,22.2762,0.141105,5.9965,0.819,2.3654,0.4322,0.4269,22.2762,1.4248,0.6454,-999.25
3878.885,C,8.4522,17.3025,69.644,-999.25,130.7806,24.0027,0.143501,5.9368,0.8017,2.3595,0.4575,0.4586,24.0027,1.7269,0.746,-999.25
3879.0374,C,8.4485,15.7476,69.6339,-999.25,130.7784,24.341,0.141592,5.8803,0.7286,2.3617,0.4989,0.4994,24.341,1.5759,0.9567,-999.25
3879.1898,C,8.4442,14.5911,69.5649,-999.25,130.6861,24.2396,0.135412,5.8379,0.6856,2.37,0.5433,0.5221,24.2396,1.4186,1.0742,-999.25
3879.3422,C,8.4403,14.6753,69.4685,-999.25,130.5189,23.8576,0.134332,5.8526,0.733,2.3737,0.5844,0.552,23.8576,1.2543,1.0223,-999.25
3879.4946,C,8.4405,15.2561,69.3559,-999.25,130.3155,23.598,0.132268,5.854,0.7748,2.383,0.6186,0.5893,23.598,1.2529,0.9287,-999.25
3879.647,C,8.4407,14.1607,69.2768,-999.25,130.0883,23.5343,0.135037,5.8316,0.7568,2.3895,0.6514,0.6162,23.5343,1.0139,1.0436,-999.25
3879.7994,C,8.4421,12.3495,69.2354,-999.25,129.9503,23.6137,0.13463,5.8216,0.6774,2.3941,0.6985,0.6577,23.6137,0.8152,1.2541,-999.25
3879.9518,C,8.4398,10.193,69.2652,-999.25,129.9335,23.862,0.132765,5.7921,0.5946,2.386,0.7392,0.6628,23.862,0.5319,1.5218,-999.25
3880.1042,C,8.4405,9.3399,69.3898,-999.25,130.087,23.8787,0.136384,5.7881,0.5588,2.3774,0.7485,0.6858,23.8787,0.4316,1.6187,-999.25
3880.2566,C,8.4464,10.202,69.5618,-999.25,130.4571,23.1484,0.133211,5.902,0.5815,2.37,0.718,0.7954,23.1484,0.5863,1.4414,-999.25
3880.409,C,8.4452,13.1916,69.8455,-999.25,130.9317,21.6288,0.136675,5.9933,0.682,2.371,0.636,0.8015,21.6288,1.0355,0.9393,-999.25
3880.5614,C,8.435,16.7402,70.1164,-999.25,131.603,20.0177,0.137457,6.0422,0.8038,2.3712,0.5479,0.6479,20.0177,1.5591,0.3649,-999.25
3880.7138,C,8.4342,16.8948,70.4277,-999.25,132.2469,18.9155,0.139568,6.043,0.8761,2.3651,0.4982,0.5544,18.9155,1.3161,0.225,-999.25
3880.8662,C,8.4357,14.6757,70.6396,-999.25,132.9785,18.0774,0.149715,6.0498,0.8758,2.345,0.5012,0.4878,18.0774,0.6875,0.3787,-999.25
3881.0186,C,8.4365,12.4851,70.7464,-999.25,133.4049,17.7603,0.156931,6.05,0.8431,2.3267,0.5686,0.493,17.7603,0.1955,0.5873,-999.25
3881.171,C,8.4315,13.3186,70.6947,-999.25,133.7377,17.1495,0.15526,6.0162,0.8944,2.3329,0.679,0.5961,17.1495,0.2286,0.4265,-999.25
3881.3234,C,8.4289,14.1881,70.5516,-999.25,134.1903,17.1065,0.149747,5.9517,0.9063,2.3582,0.7827,0.7143,17.1065,0.4278,0.3249,-999.25
3881.4758,C,8.4304,17.5802,70.3765,-999.25,134.8198,18.5883,0.145517,5.9074,0.8852,2.3722,0.857,0.7585,18.5883,1.4741,0.1122,-999.25
3881.6282,C,8.4314,19.6243,70.2076,-999.25,135.1159,20.4231,0.144012,5.9982,0.8984,2.3649,0.8865,0.7319,20.4231,2.002,0.0889,-999.25
3881.7806,C,8.4336,20.3746,70.0265,-999.25,134.5668,21.1726,0.148229,6.1867,0.9438,2.3559,0.922,0.7559,21.1726,2.0348,0.0888,-999.25
3881.933,C,8.4355,17.3707,69.7642,-999.25,133.2419,18.3657,0.146427,6.222,0.902,2.3666,0.969,0.8323,18.3657,1.3483,0.1108,-999.25
3882.0854,C,8.43,14.643,69.4918,-999.25,132.0494,17.1805,0.132722,6.1635,0.9514,2.3992,0.9752,0.9304,17.1805,0.3779,0.2825,-999.25
3882.2378,C,8.4296,14.2437,69.2992,-999.25,131.5348,17.0917,0.120119,6.1858,1.0013,2.4175,0.9263,0.9295,17.0917,0.0664,0.3171,-999.25
3882.3902,C,8.4301,14.5691,69.2767,-999.25,131.9795,16.9211,0.114318,6.3368,1.0225,2.4305,0.8284,0.8106,16.9211,0.0747,0.2618,-999.25
3882.5426,C,8.4281,15.2371,69.4465,-999.25,133.2961,16.7632,0.123705,6.6811,1.0435,2.4314,0.7586,0.6511,16.7632,0.1808,0.1699,-999.25
3882.695,C,8.4292,16.8729,69.7009,-999.25,134.6305,17.545,0.130131,6.6906,1.0323,2.4124,0.7409,0.642,17.545,0.6896,0.0748,-999.25
3882.8474,C,8.428,18.403,69.9859,-999.25,135.5143,19.1163,0.140026,6.605,1.0071,2.3771,0.7216,0.7191,19.1163,1.2237,0.0794,-999.25
3882.9998,C,8.4266,20.0321,70.1996,-999.25,135.7408,20.7764,0.147771,6.69,1.0388,2.3672,0.726,0.709,20.7764,1.5604,0.0829,-999.25
3883.1522,C,8.417,20.6541,70.276,-999.25,135.7344,21.3916,0.152233,6.8452,1.0916,2.3634,0.7309,0.5979,21.3916,1.5269,0.0821,-999.25
3883.3046,C,8.4171,19.5024,70.2307,-999.25,135.7607,20.2108,0.14889,6.9448,1.1183,2.3649,0.7315,0.622,20.2108,1.0942,0.0789,-999.25
3883.457,C,8.4143,17.023,70.0521,-999.25,135.6664,17.9066,0.141846,7.1366,1.0891,2.3764,0.766,0.8077,17.9066,0.5066,0.0984,-999.25
3883.6094,C,8.4127,14.2457,69.8456,-999.25,135.4672,17.149,0.138762,7.1508,0.9601,2.3848,0.7712,0.862,17.149,0.2305,0.3232,-999.25
3883.7618,C,8.4112,13.743,69.6708,-999.25,135.1247,17.7566,0.131292,7.1031,0.8866,2.3861,0.7655,0.6939,17.7566,0.3799,0.4468,-999.25
3883.9142,C,8.4108,15.6713,69.64,-999.25,135.0071,18.5284,0.13299,7.1512,0.8661,2.3738,0.7595,0.6481,18.5284,1.0083,0.3181,-999.25
3884.0666,C,8.425,18.2714,69.7882,-999.25,135.7013,19.6084,0.142751,7.2135,0.7956,2.3578,0.7517,0.7067,19.6084,2.0263,0.1489,-999.25
3884.219,C,8.4344,18.9065,70.0023,-999.25,136.7582,19.922,0.147296,7.1601,0.7331,2.3551,0.7872,0.7943,19.922,2.4546,0.1131,-999.25
3884.3714,C,8.4232,18.7425,70.2638,-999.25,137.5301,19.8796,0.151865,6.9808,0.7326,2.3501,0.8122,0.8285,19.8796,2.4101,0.1266,-999.25
3884.5238,C,8.42,20.0935,70.5326,-999.25,137.3798,20.9797,0.14992,6.8354,0.8677,2.3446,0.7965,0.9193,20.9797,2.2571,0.0987,-999.25
3884.6762,C,8.4205,22.524,70.8199,-999.25,136.6528,23.3908,0.149394,6.6464,1.0808,2.3484,0.7174,0.8496,23.3908,2.1007,0.0965,-999.25
3884.8286,C,8.4205,24.1981,71.1198,-999.25,136.1697,25.065,0.147927,6.5397,1.1424,2.3533,0.6057,0.6825,25.065,2.3309,0.0965,-999.25
3884.981,C,8.4197,24.5968,71.3983,-999.25,136.5516,25.4881,0.151781,6.5733,1.0445,2.352,0.5155,0.4665,25.4881,2.8329,0.0992,-999.25
3885.1334,C,8.4253,25.3193,71.6407,-999.25,138.0541,26.2331,0.154888,6.7303,0.9793,2.3443,0.4564,0.4359,26.2331,3.2969,0.1017,-999.25
3885.2858,C,8.43,24.3021,71.8205,-999.25,140.4221,25.1936,0.163154,6.959,0.9271,2.336,0.4551,0.4518,25.1936,3.2152,0.0993,-999.25
3885.4382,C,8.4262,20.7511,71.9185,-999.25,142.6325,21.559,0.164703,7.282,0.9194,2.3332,0.5083,0.4758,21.559,2.2384,0.0899,-999.25
3885.5906,C,8.4185,15.9787,71.7479,-999.25,142.5291,18.7638,0.164483,7.3208,0.9073,2.337,0.6218,0.497,18.7638,0.9322,0.3101,-999.25
3885.743,C,8.4275,12.4077,71.1769,-999.25,140.4507,18.0056,0.162602,7.0779,0.865,2.3479,0.8421,0.7105,18.0056,0.0868,0.6232,-999.25
3885.8954,C,8.4268,11.7908,70.4802,-999.25,136.8912,18.0802,0.159267,6.9121,0.8211,2.358,1.1383,0.8758,18.0802,0.0858,0.7002,-999.25
3886.0478,C,8.4148,11.4731,69.9323,-999.25,134.4982,17.8129,0.145968,6.7808,0.7473,2.378,1.4428,1.1445,17.8129,0.2887,0.7058,-999.25
3886.2002,C,8.4222,12.9002,69.936,-999.25,133.2739,17.5,0.138995,6.6845,0.7151,2.3865,1.6141,1.3844,17.5,0.8214,0.5121,-999.25
3886.3526,C,8.4168,14.7092,70.2629,-999.25,133.0641,17.2625,0.128179,6.5834,0.7039,2.3948,1.4978,1.441,17.2625,1.3793,0.2843,-999.25
3886.505,C,8.4179,17.6262,70.64,-999.25,133.4826,18.5021,0.127833,6.7086,0.7695,2.4029,1.3082,1.1941,18.5021,1.9467,0.0975,-999.25
3886.6574,C,8.4163,19.3794,70.9895,-999.25,134.3782,20.2088,0.134138,7.0076,0.8127,2.4068,1.1637,0.9271,20.2088,2.2728,0.0923,-999.25
3886.8098,C,8.42,18.9114,71.3386,-999.25,135.9065,19.7881,0.134825,7.1451,0.823,2.3967,1.1222,0.7234,19.7881,2.0988,0.0976,-999.25
3886.9622,C,8.4201,16.1392,71.6826,-999.25,138.0154,18.2591,0.147992,6.9808,0.782,2.3759,1.1369,0.9863,18.2591,1.475,0.236,-999.25
3887.1146,C,8.42,13.03,71.8861,-999.25,139.9643,17.3972,0.151365,6.8727,0.707,2.3659,1.11,1.3488,17.3972,0.8907,0.4862,-999.25
3887.267,C,8.4164,9.5101,71.7447,-999.25,140.7303,16.7983,0.149675,7.0165,0.5797,2.3846,0.9792,1.4993,16.7983,0.3973,0.8114,-999.25
3887.4194,C,8.4123,9.8727,71.4384,-999.25,140.8416,16.8973,0.144271,7.1096,0.5256,2.4044,0.7998,1.17,16.8973,0.715,0.7821,-999.25
3887.5718,C,8.4157,12.6981,71.2024,-999.25,140.6012,17.8421,0.145902,6.9425,0.5677,2.3962,0.6392,0.7363,17.8421,1.3495,0.5727,-999.25
3887.7242,C,8.4232,14.451,71.4029,-999.25,140.8231,18.489,0.148633,6.7835,0.6851,2.3763,0.5295,0.5405,18.489,1.3808,0.4496,-999.25
3887.8766,C,8.4297,15.8956,71.9224,-999.25,141.0815,18.3882,0.154185,6.7352,0.7746,2.3582,0.4612,0.4853,18.3882,1.4355,0.2775,-999.25
3888.029,C,8.4387,17.1039,72.4042,-999.25,141.145,17.7967,0.164338,6.7879,0.8828,2.3394,0.4228,0.4507,17.7967,1.3488,0.0771,-999.25
3888.1814,C,8.4359,15.4397,72.5672,-999.25,141.1535,18.065,0.163704,6.8269,0.8622,2.3439,0.3966,0.4011,18.065,0.9583,0.2923,-999.25
3888.3338,C,8.4368,12.918,72.3756,-999.25,141.1408,19.5044,0.156418,6.8045,0.8361,2.3572,0.3874,0.3988,19.5044,0.3462,0.7333,-999.25
3888.4862,C,8.4335,12.0673,72.0966,-999.25,141.1044,19.5716,0.15325,6.7661,0.8341,2.362,0.39,0.4132,19.5716,0.1129,0.8355,-999.25
3888.6386,C,8.4379,12.3038,71.7955,-999.25,141.1816,18.5577,0.152421,6.6792,0.784,2.3639,0.3987,0.4159,18.5577,0.3787,0.6963,-999.25
3888.791,C,8.4395,13.9613,71.5373,-999.25,141.3854,18.4295,0.154352,6.6222,0.8061,2.3568,0.4195,0.409,18.4295,0.7615,0.4975,-999.25
3888.9434,C,8.4445,14.7381,71.3893,-999.25,141.5546,18.6329,0.155475,6.6462,0.8305,2.3415,0.4354,0.4262,18.6329,0.885,0.4336,-999.25
3889.0958,C,8.4509,15.0481,71.3975,-999.25,141.2972,18.698,0.160377,6.6616,0.8657,2.3351,0.4521,0.4455,18.698,0.8332,0.4064,-999.25
3889.2482,C,8.45,15.7651,71.5242,-999.25,140.7458,18.7212,0.164195,6.6297,0.9075,2.3301,0.4597,0.4444,18.7212,0.8705,0.3291,-999.25
3889.4006,C,8.4517,17.2836,71.6611,-999.25,140.2351,19.1494,0.166761,6.6673,0.9478,2.3304,0.4613,0.4527,19.1494,1.1414,0.2077,-999.25
3889.553,C,8.4523,17.6019,71.7336,-999.25,140.0135,19.9184,0.167168,6.7375,0.9455,2.3324,0.4667,0.4669,19.9184,1.2412,0.2579,-999.25
3889.7054,C,8.4484,17.3801,71.7572,-999.25,140.1037,20.5026,0.166673,6.7701,0.9463,2.3399,0.4716,0.4789,20.5026,1.1748,0.3476,-999.25
3889.8578,C,8.4472,18.4323,71.7834,-999.25,140.391,20.4107,0.163715,6.7782,1.028,2.3503,0.483,0.4836,20.4107,1.1489,0.2203,-999.25
3890.0102,C,8.4426,20.1887,71.909,-999.25,140.8135,21.0215,0.162372,6.7677,1.1606,2.351,0.4916,0.4897,21.0215,1.1211,0.0927,-999.25
3890.1626,C,8.4329,21.3701,72.093,-999.25,141.2652,22.1625,0.160411,6.7251,1.2047,2.3474,0.4955,0.4835,22.1625,1.2811,0.0882,-999.25
3890.315,C,8.4332,20.4489,72.2576,-999.25,141.5431,21.6521,0.158239,6.6983,1.1092,2.3482,0.5013,0.4689,21.6521,1.3988,0.134,-999.25
3890.4674,C,8.4261,15.4948,72.3828,-999.25,141.6746,21.4681,0.164266,6.7318,0.8155,2.3459,0.5052,0.4672,21.4681,1.1594,0.665,-999.25
3890.6198,C,8.4308,13.6464,72.5889,-999.25,141.7472,21.3233,0.163838,6.796,0.6741,2.3408,0.5097,0.4971,21.3233,1.1962,0.8547,-999.25
3890.7722,C,8.4386,14.6541,72.8525,-999.25,141.8363,20.8286,0.164396,6.8402,0.6988,2.3365,0.5229,0.5241,20.8286,1.3841,0.6874,-999.25
3890.9246,C,8.4379,16.7746,73.0769,-999.25,141.9175,20.3032,0.166054,6.8143,0.8425,2.3268,0.5238,0.5057,20.3032,1.4152,0.3929,-999.25
3891.077,C,8.433,17.3896,73.1423,-999.25,141.9817,20.0781,0.164058,6.8318,1.0036,2.3213,0.5291,0.4941,20.0781,0.9502,0.2993,-999.25
3891.2294,C,8.4264,20.0767,73.0508,-999.25,141.986,21.4189,0.161181,7.0085,1.2514,2.328,0.533,0.4867,21.4189,0.7289,0.1494,-999.25
3891.3818,C,8.4259,22.5268,72.8538,-999.25,141.9114,23.2448,0.163655,7.086,1.3309,2.3379,0.5328,0.4885,23.2448,1.1085,0.0799,-999.25
3891.5342,C,8.431,24.185,72.6367,-999.25,141.7625,24.9539,0.158979,7.177,1.2606,2.35,0.5393,0.515,24.9539,1.8581,0.0856,-999.25
3891.6866,C,8.444,22.9687,72.4383,-999.25,141.5534,23.7766,0.157091,7.2706,1.1237,2.3542,0.543,0.5366,23.7766,2.0564,0.0899,-999.25
3891.839,C,8.4426,19.3795,72.3057,-999.25,141.2575,20.2658,0.155755,7.3584,0.986,2.3627,0.5513,0.5142,20.2658,1.5847,0.0987,-999.25
3891.9914,C,8.442,18.7933,72.2071,-999.25,140.9352,19.7928,0.154602,7.3496,1.0012,2.3682,0.5621,0.4944,19.7928,1.358,0.1113,-999.25
3892.1438,C,8.4372,20.0421,72.1253,-999.25,140.6151,20.8793,0.155167,7.3606,0.9816,2.3711,0.573,0.5506,20.8793,1.7901,0.0932,-999.25
3892.2962,C,8.4284,18.6165,72.0396,-999.25,140.3114,20.1885,0.153329,7.4433,0.9624,2.3686,0.5863,0.5979,20.1885,1.462,0.175,-999.25
3892.4486,C,8.4115,15.1079,71.9455,-999.25,140.1047,20.1966,0.153428,7.5705,0.811,2.3575,0.5848,0.6091,20.1966,1.0672,0.5665,-999.25
3892.601,C,8.4009,13.3482,71.8711,-999.25,139.9257,19.9025,0.15048,7.6575,0.6831,2.3427,0.582,0.5691,19.9025,1.0758,0.7297,-999.25
3892.7534,C,8.4011,12.619,71.8613,-999.25,139.7585,18.8079,0.149652,7.6179,0.6581,2.3413,0.5812,0.5487,18.8079,0.9679,0.689,-999.25
3892.9058,C,8.4059,12.5579,71.9005,-999.25,139.6184,18.0155,0.150656,7.5019,0.7267,2.3447,0.5805,0.5365,18.0155,0.6783,0.6076,-999.25
3893.0582,C,8.4026,13.8709,71.9725,-999.25,139.5055,18.0459,0.145156,7.3491,0.7573,2.3462,0.6034,0.5642,18.0459,0.9296,0.4648,-999.25
3893.2106,C,8.4022,15.4597,72.033,-999.25,139.4177,18.2092,0.143999,7.2272,0.7762,2.3517,0.6231,0.6121,18.2092,1.3051,0.3061,-999.25
3893.363,C,8.4073,16.6997,72.0136,-999.25,139.3445,18.4474,0.143816,7.196,0.8322,2.3587,0.6363,0.6634,18.4474,1.435,0.1946,-999.25
3893.5154,C,8.4101,16.4615,71.9274,-999.25,139.2927,18.3639,0.14457,7.2895,0.9343,2.362,0.6496,0.7124,18.3639,0.962,0.2118,-999.25
3893.6678,C,8.4002,15.6427,71.782,-999.25,139.2302,18.4502,0.142139,7.3019,1.0052,2.3651,0.6551,0.7052,18.4502,0.4482,0.3126,-999.25
3893.8202,C,8.3938,14.4997,71.6687,-999.25,139.1734,18.6198,0.138518,7.0556,1.0176,2.3691,0.6639,0.6566,18.6198,0.0744,0.4587,-999.25
3893.9726,C,8.3955,14.5019,71.6386,-999.25,139.1372,18.6505,0.135133,6.8686,0.9652,2.3688,0.6616,0.6094,18.6505,0.2832,0.4619,-999.25
3894.125,C,8.3926,16.1228,71.7266,-999.25,139.1044,18.8144,0.139363,7.0538,0.8935,2.3834,0.6346,0.6043,18.8144,1.0276,0.2997,-999.25
3894.2774,C,8.3934,17.0046,71.8618,-999.25,139.0576,19.2558,0.139796,7.4397,0.8074,2.4057,0.5898,0.5653,19.2558,1.6199,0.2506,-999.25
3894.4298,C,8.403,15.8148,72.0169,-999.25,138.9817,19.7171,0.139991,7.6671,0.7377,2.4347,0.5373,0.505,19.7171,1.5587,0.4345,-999.25
3894.5822,C,8.4063,13.9481,72.1073,-999.25,138.927,19.6164,0.146376,7.4217,0.7217,2.4215,0.5009,0.4794,19.6164,1.0926,0.6311,-999.25
3894.7346,C,8.4149,15.1916,72.1516,-999.25,138.9167,19.5588,0.158783,6.9858,0.7514,2.3712,0.4788,0.4703,19.5588,1.3278,0.4862,-999.25
3894.887,C,8.416,17.001,72.1555,-999.25,139.0683,19.1308,0.165442,6.9306,0.814,2.3532,0.4685,0.4699,19.1308,1.5925,0.2371,-999.25
3895.0394,C,8.4147,18.8815,72.1935,-999.25,139.3251,19.8131,0.160828,6.9551,0.8567,2.3416,0.4663,0.4929,19.8131,1.9568,0.1037,-999.25
3895.1918,C,8.4283,19.8486,72.2905,-999.25,139.7099,20.6635,0.161694,6.8437,0.8622,2.335,0.4562,0.4959,20.6635,2.2092,0.0907,-999.25
3895.3442,C,8.4326,20.5711,72.4751,-999.25,140.3185,21.4145,0.164306,6.6344,0.8731,2.3306,0.4512,0.4788,21.4145,2.3711,0.0939,-999.25
3895.4966,C,8.4414,21.0935,72.6968,-999.25,141.0291,21.9613,0.158353,6.5639,0.8796,2.3202,0.4469,0.4738,21.9613,2.4933,0.0966,-999.25
3895.649,C,8.4413,18.9999,72.9112,-999.25,141.7259,20.0708,0.164789,6.6853,0.868,2.3189,0.4445,0.4697,20.0708,1.9454,0.1192,-999.25
3895.8014,C,8.4376,15.9147,73.0634,-999.25,142.2931,18.8114,0.160013,6.8206,0.8339,2.3246,0.451,0.4629,18.8114,1.2052,0.3225,-999.25
3895.9538,C,8.4331,12.673,73.1126,-999.25,142.5012,18.6574,0.16536,6.9361,0.7983,2.324,0.4609,0.4652,18.6574,0.4269,0.6663,-999.25
3896.1062,C,8.4246,12.4545,73.0164,-999.25,142.4941,18.4939,0.171,7.0035,0.7625,2.3227,0.4863,0.4816,18.4939,0.5067,0.6724,-999.25
3896.2586,C,8.4194,14.2233,72.8136,-999.25,142.1192,18.3493,0.167928,7.0361,0.744,2.3262,0.5378,0.4887,18.3493,1.0822,0.4594,-999.25
3896.411,C,8.4159,17.0605,72.4286,-999.25,141.2099,18.4015,0.160804,7.1235,0.7727,2.3309,0.5999,0.519,18.4015,1.7736,0.1493,-999.25
