DEPTH,PHIE,SWE,VSH
2351.9,0.181946,0.3996,0.05456
2352,0.181087,0.4143,0.069853
2352.1,0.182658,0.429,0.098687
2352.2,0.183671,0.4546,0.13278
2352.3,0.18908,0.4839,0.18868
2352.4,0.206854,0.4591,0.197348
2352.5,0.210129,0.4781,0.2166
2352.6,0.212392,0.5165,0.224456
2352.7,0.212071,0.5505,0.220275
2352.8,0.219879,0.5525,0.1793
2352.9,0.216877,0.5458,0.167359
2353,0.229249,0.4747,0.117336
2353.1,0.231638,0.4337,0.08842
2353.2,0.224796,0.4099,0.086881
2353.3,0.218408,0.3655,0.066473
2353.4,0.203617,0.3498,0.059225
2353.5,0.193744,0.3381,0.058928
2353.6,0.187748,0.3385,0.057272
2353.7,0.181317,0.3565,0.064968
2353.8,0.177699,0.3789,0.069788
2353.9,0.170039,0.4133,0.065741
2354,0.16715,0.4383,0.059334
2354.1,0.156351,0.4808,0.052558
2354.2,0.140037,0.5293,0.043337
2354.3,0.118621,0.5922,0.045509
2354.4,0.094115,0.6848,0.075998
2354.5,0.071657,0.8079,0.065828
2354.6,0.066321,0.7948,0.055936
2354.7,0.070583,0.6775,0.044588
2354.8,0.078194,0.5737,0.037465
2354.9,0.090947,0.5007,0.051406
2355,0.112951,0.4383,0.043806
2355.1,0.124814,0.4234,0.055949
2355.2,0.147908,0.395,0.048969
2355.3,0.15594,0.4232,0.056407
2355.4,0.158087,0.4337,0.059018
2355.5,0.155918,0.4901,0.058971
2355.6,0.14419,0.5484,0.070373
2355.7,0.123623,0.6057,0.084429
2355.8,0.109211,0.6557,0.085528
2355.9,0.080617,0.8555,0.072656
2356,0.056996,1,0.052986
2356.1,0.044624,1,0.028242
2356.2,0.04151,0.8759,0.001666
2356.3,0.026707,1,0.000001
2356.4,0.032845,0.7733,0.000001
2356.5,0.047181,0.5549,0.000001
2356.6,0.058281,0.6173,0.005116
2356.7,0.08448,0.6299,0.02816
2356.8,0.106685,0.5114,0.049579
2356.9,0.130528,0.4545,0.063322
2357,0.119067,0.5223,0.095542
2357.1,0.11766,0.5519,0.104114
2357.2,0.118459,0.5609,0.104543
2357.3,0.120347,0.549,0.087679
2357.4,0.118784,0.5318,0.079463
2357.5,0.11995,0.5081,0.069044
2357.6,0.128386,0.4671,0.050138
2357.7,0.130189,0.4513,0.056983
2357.8,0.136259,0.4293,0.062814
2357.9,0.144212,0.4156,0.080622
2358,0.150814,0.4262,0.081352
2358.1,0.166552,0.4239,0.081909
2358.2,0.175207,0.4344,0.07496
2358.3,0.182845,0.4511,0.06578
2358.4,0.185343,0.4546,0.054726
2358.5,0.184444,0.4605,0.045991
2358.6,0.180683,0.4714,0.037977
2358.7,0.179169,0.4761,0.027535
2358.8,0.174485,0.4867,0.020152
2358.9,0.166458,0.507,0.016989
2359,0.157604,0.5268,0.021473
2359.1,0.144878,0.5578,0.030138
2359.2,0.132911,0.5982,0.046527
2359.3,0.121996,0.6464,0.068349
2359.4,0.112586,0.6948,0.082565
2359.5,0.105892,0.7271,0.091399
2359.6,0.104082,0.72,0.085753
2359.7,0.104552,0.6806,0.071138
2359.8,0.108596,0.6091,0.053362
2359.9,0.11789,0.5374,0.01421
2360,0.11916,0.5258,0.012656
2360.1,0.119604,0.5437,0.00886
2360.2,0.118824,0.5758,0.010088
2360.3,0.116621,0.6132,0.014525
2360.4,0.114175,0.6242,0.013925
2360.5,0.107761,0.6499,0.016714
2360.6,0.099855,0.6876,0.012071
2360.7,0.092631,0.7214,0.001164
2360.8,0.084278,0.743,0.000001
2360.9,0.081622,0.7119,0.000001
2361,0.092829,0.5958,0.000001
2361.1,0.107167,0.5244,0.002185
2361.2,0.107648,0.56,0.037106
2361.3,0.107547,0.6583,0.06852
2361.4,0.109043,0.798,0.090911
2361.5,0.115181,0.8112,0.117815
2361.6,0.123172,0.792,0.126553
2361.7,0.130107,0.771,0.120284
2361.8,0.133978,0.7557,0.106643
2361.9,0.139531,0.7389,0.068123
2362,0.144133,0.7073,0.046809
2362.1,0.145535,0.6799,0.031998
2362.2,0.144431,0.6492,0.028086
2362.3,0.143365,0.6071,0.027804
2362.4,0.141261,0.5893,0.034732
2362.5,0.14086,0.5739,0.045857
2362.6,0.140032,0.5746,0.05681
2362.7,0.141063,0.5767,0.067326
2362.8,0.145342,0.5671,0.074375
2362.9,0.149424,0.557,0.082662
2363,0.152511,0.5577,0.085371
2363.1,0.155354,0.5575,0.085356
2363.2,0.157779,0.5581,0.081334
2363.3,0.16369,0.5511,0.071528
2363.4,0.169238,0.5397,0.064604
2363.5,0.169297,0.5424,0.064588
2363.6,0.170798,0.5368,0.068562
2363.7,0.170741,0.5373,0.075234
2363.8,0.16808,0.5461,0.08534
2363.9,0.163804,0.5613,0.110837
2364,0.163723,0.5735,0.122264
2364.1,0.15524,0.598,0.152498
2364.2,0.151573,0.6035,0.187525
2364.3,0.146409,0.6128,0.232674
2364.4,0.140652,0.6211,0.277154
2364.5,0.141067,0.6106,0.306892
2364.6,0.148512,0.5807,0.311502
2364.7,0.163258,0.5399,0.285627
2364.8,0.181582,0.5035,0.238706
2364.9,0.198681,0.4771,0.173997
2365,0.221556,0.443,0.119248
2365.1,0.233488,0.4262,0.088193
2365.2,0.237681,0.4233,0.075317
2365.3,0.239816,0.4299,0.071525
2365.4,0.235738,0.4427,0.081589
2365.5,0.22561,0.4757,0.106769
2365.6,0.211171,0.5236,0.134841
2365.7,0.197235,0.5384,0.168691
2365.8,0.182022,0.5483,0.194463
2365.9,0.172677,0.5725,0.192193
2366,0.14713,0.6621,0.175823
2366.1,0.140624,0.6725,0.167591
2366.2,0.144623,0.6203,0.151044
2366.3,0.153306,0.5535,0.135413
2366.4,0.164843,0.5117,0.122739
2366.5,0.175173,0.5009,0.114383
2366.6,0.182234,0.5116,0.11078
2366.7,0.185844,0.5219,0.106823
2366.8,0.189072,0.5215,0.103568
2366.9,0.195279,0.5183,0.093114
2367,0.197847,0.5204,0.093971
2367.1,0.201973,0.513,0.096109
2367.2,0.205338,0.5035,0.103248
2367.3,0.206659,0.4984,0.114656
2367.4,0.205918,0.4991,0.119995
2367.5,0.204156,0.5051,0.123455
2367.6,0.200484,0.5266,0.130418
2367.7,0.19508,0.5577,0.135497
2367.8,0.190655,0.5703,0.137698
2367.9,0.180556,0.5868,0.163418
2368,0.174981,0.5936,0.176251
2368.1,0.169388,0.5963,0.195418
2368.2,0.165126,0.5956,0.2104
2368.3,0.159904,0.6053,0.225405
2368.4,0.148366,0.643,0.24002
2368.5,0.14168,0.6613,0.255832
2368.6,0.118634,0.7609,0.269485
2368.7,0.108145,0.8097,0.287687
2368.8,0.101094,0.8463,0.303891
2368.9,0.083241,0.957,0.342322
2369,0.074534,1,0.356513
2369.1,0.078004,0.9571,0.333505
2369.2,0.086327,0.8708,0.295614
2369.3,0.095241,0.7989,0.259247
2369.4,0.105745,0.7636,0.21802
2369.5,0.134188,0.678,0.109039
2369.6,0.140897,0.6585,0.071888
2369.7,0.140933,0.646,0.056056
2369.8,0.137003,0.6521,0.058724
2369.9,0.127897,0.6839,0.07037
2370,0.122024,0.7021,0.070192
2370.1,0.114642,0.7223,0.066934
2370.2,0.106618,0.7075,0.060387
2370.3,0.100285,0.6861,0.055571
2370.4,0.095152,0.6562,0.049366
2370.5,0.09209,0.6095,0.047884
2370.6,0.08939,0.6049,0.049485
2370.7,0.095648,0.5703,0.058439
2370.8,0.100692,0.5537,0.067918
2370.9,0.108143,0.5202,0.08915
2371,0.11756,0.4882,0.103045
2371.1,0.123938,0.4733,0.122593
2371.2,0.133205,0.4653,0.135438
2371.3,0.139498,0.4695,0.14334
2371.4,0.146657,0.4578,0.145408
2371.5,0.155441,0.442,0.14325
2371.6,0.164184,0.4369,0.132227
2371.7,0.168983,0.4483,0.120155
2371.8,0.169814,0.4623,0.113166
2371.9,0.165228,0.491,0.097393
2372,0.158856,0.5235,0.087208
2372.1,0.149489,0.5663,0.075916
2372.2,0.141222,0.616,0.063661
2372.3,0.140782,0.6345,0.051018
2372.4,0.140124,0.6464,0.039859
2372.5,0.136395,0.6606,0.041298
2372.6,0.130505,0.6732,0.041564
2372.7,0.124228,0.6835,0.046076
2372.8,0.116182,0.7064,0.051706
2372.9,0.109667,0.7298,0.050809
2373,0.111664,0.7059,0.044812
2373.1,0.114963,0.6795,0.034947
2373.2,0.116804,0.6523,0.031601
2373.3,0.118063,0.6308,0.031778
2373.4,0.121419,0.618,0.034438
2373.5,0.127827,0.6167,0.040237
2373.6,0.130991,0.6433,0.056457
2373.7,0.132886,0.6648,0.070174
2373.8,0.135628,0.6841,0.077003
2373.9,0.13223,0.7229,0.088756
2374,0.133961,0.7195,0.092924
2374.1,0.136553,0.7099,0.102652
2374.2,0.139101,0.6973,0.123211
2374.3,0.140191,0.6848,0.143023
2374.4,0.148302,0.6346,0.159526
2374.5,0.154217,0.6039,0.156655
2374.6,0.165695,0.5673,0.136382
2374.7,0.170831,0.5583,0.118355
2374.8,0.170263,0.5692,0.103896
2374.9,0.165655,0.5964,0.093127
2375,0.137877,0.7198,0.06772
2375.1,0.119703,0.8179,0.05682
2375.2,0.105614,0.8963,0.051369
2375.3,0.097896,0.9208,0.046495
2375.4,0.088722,0.9716,0.045694
2375.5,0.088383,0.9309,0.043471
2375.6,0.097849,0.7812,0.039066
2375.7,0.108465,0.6585,0.036939
2375.8,0.123543,0.5703,0.033321
2375.9,0.129226,0.5756,0.027024
2376,0.146648,0.5484,0.027719
2376.1,0.153754,0.5463,0.03478
2376.2,0.158367,0.5507,0.045181
2376.3,0.159109,0.5627,0.063853
2376.4,0.157584,0.58,0.095666
2376.5,0.161912,0.5831,0.127778
2376.6,0.16599,0.5854,0.157104
2376.7,0.162727,0.5986,0.205774
2376.8,0.157143,0.6254,0.245692
2376.9,0.143808,0.6863,0.290077
2377,0.139403,0.7057,0.297399
2377.1,0.13831,0.7087,0.276835
2377.2,0.144278,0.6774,0.228625
2377.3,0.144861,0.6679,0.195836
2377.4,0.14627,0.6641,0.155705
2377.5,0.146404,0.6528,0.135546
2377.6,0.142281,0.655,0.143737
2377.7,0.142641,0.6515,0.151665
2377.8,0.142144,0.657,0.160924
2377.9,0.1368,0.6756,0.183313
2378,0.133694,0.6861,0.193317
2378.1,0.128815,0.6984,0.191491
2378.2,0.128954,0.6622,0.171196
2378.3,0.132213,0.6324,0.139273
2378.4,0.136016,0.6074,0.102803
2378.5,0.140201,0.5592,0.068259
2378.6,0.141286,0.5234,0.037401
2378.7,0.13743,0.5165,0.032951
2378.8,0.137765,0.513,0.014223
2378.9,0.137598,0.5149,0.004795
2379,0.13641,0.5196,0.003741
2379.1,0.137345,0.5099,0.000001
2379.2,0.136544,0.4984,0.000001
2379.3,0.137753,0.4838,0.000001
2379.4,0.139941,0.4713,0.000001
2379.5,0.14498,0.4555,0.000001
2379.6,0.150052,0.4519,0.000001
2379.7,0.154158,0.4614,0.000001
2379.8,0.157579,0.4767,0.000001
2379.9,0.159781,0.4967,0.000001
2380,0.169194,0.4916,0.000001
2380.1,0.17734,0.4851,0.000001
2380.2,0.182449,0.5011,0.004314
2380.3,0.185894,0.5211,0.011239
2380.4,0.187745,0.5289,0.016828
2380.5,0.188131,0.5411,0.020138
2380.6,0.187951,0.5511,0.024975
2380.7,0.187347,0.561,0.032332
2380.8,0.185655,0.5702,0.037157
2380.9,0.181901,0.5971,0.059242
2381,0.183159,0.6161,0.065636
2381.1,0.188548,0.6136,0.072494
2381.2,0.19188,0.6238,0.082495
2381.3,0.197083,0.6242,0.085178
2381.4,0.202895,0.6128,0.075701
2381.5,0.207149,0.6123,0.075961
2381.6,0.211486,0.6159,0.069604
2381.7,0.213404,0.6288,0.067346
2381.8,0.21325,0.6457,0.068824
2381.9,0.210623,0.6643,0.079287
2382,0.210899,0.6671,0.086787
2382.1,0.214618,0.6549,0.09124
2382.2,0.217744,0.6622,0.092784
2382.3,0.219837,0.6674,0.093389
2382.4,0.220561,0.666,0.090044
2382.5,0.219417,0.6599,0.092518
2382.6,0.216121,0.6629,0.097776
2382.7,0.213284,0.664,0.092154
2382.8,0.209272,0.6732,0.083153
2382.9,0.203206,0.6791,0.069832
2383,0.198863,0.6765,0.065923
2383.1,0.194902,0.6649,0.057986
2383.2,0.190082,0.6446,0.050264
2383.3,0.186573,0.6319,0.044216
2383.4,0.178562,0.6321,0.042374
2383.5,0.170635,0.6288,0.044341
2383.6,0.159502,0.6573,0.039107
2383.7,0.154254,0.6752,0.043337
2383.8,0.14527,0.7093,0.048727
2383.9,0.134671,0.7554,0.049136
2384,0.12559,0.7924,0.054892
2384.1,0.116595,0.8172,0.059323
2384.2,0.11128,0.7957,0.058445
2384.3,0.109965,0.7678,0.048394
2384.4,0.107425,0.7478,0.04906
2384.5,0.111322,0.686,0.031693
2384.6,0.117391,0.6275,0.019058
2384.7,0.119266,0.6085,0.018998
2384.8,0.122235,0.6101,0.016307
2384.9,0.123187,0.6304,0.013371
2385,0.124131,0.635,0.017421
2385.1,0.124156,0.6316,0.016543
2385.2,0.125252,0.6105,0.01297
2385.3,0.126788,0.5999,0.00674
2385.4,0.126888,0.5932,0.002732
2385.5,0.12605,0.5849,0.000393
2385.6,0.126464,0.5749,0.000001
2385.7,0.132441,0.5416,0.000001
2385.8,0.140889,0.5033,0.01309
2385.9,0.14259,0.4969,0.035484
2386,0.153995,0.4763,0.050198
2386.1,0.16786,0.4653,0.063149
2386.2,0.17925,0.4773,0.081233
2386.3,0.186244,0.4931,0.124439
2386.4,0.177521,0.5462,0.160585
2386.5,0.079794,1,0.281961
2386.6,0.084883,1,0.305377
2386.7,0.083639,1,0.342934
2386.8,0.08206,1,0.375389
2386.9,0.080519,1,0.402047
2387,0.07467,1,0.443085
2387.1,0.076298,1,0.475432
2387.2,0.075665,1,0.50481
2387.3,0.072757,1,0.527494
2387.4,0.068443,1,0.534712
2387.5,0.056871,1,0.53709
2387.6,0.044731,1,0.538046
2387.7,0.031868,1,0.526995
2387.8,0.02789,1,0.492716
2387.9,0.020465,1,0.464056
2388,0.022949,1,0.41896
2388.1,0.027733,1,0.379677
2388.2,0.039262,1,0.319926
2388.3,0.058726,1,0.253351
2388.4,0.089329,0.8352,0.18969
2388.5,0.094241,0.8313,0.170803
2388.6,0.096573,0.8631,0.181873
2388.7,0.0854,0.9712,0.229232
2388.8,0.056456,1,0.322288
2388.9,0.024449,1,0.344414
2389,0.0235,1,0.352266
2389.1,0.015281,0.9999,0.344585
2389.2,0.020054,1,0.284383
2389.3,0.026389,1,0.225281
2389.4,0.033008,1,0.178782
2389.5,0.099658,0.7432,0.116869
2389.6,0.109243,0.6511,0.08682
2389.7,0.124668,0.5616,0.061444
2389.8,0.135853,0.5188,0.046346
2389.9,0.141957,0.5159,0.046759
2390,0.146712,0.5239,0.065346
2390.1,0.149554,0.5293,0.080414
2390.2,0.155213,0.5385,0.086953
2390.3,0.158615,0.5467,0.09182
2390.4,0.161578,0.543,0.095527
2390.5,0.161843,0.5391,0.100474
2390.6,0.160247,0.5304,0.103862
2390.7,0.155766,0.5296,0.091631
2390.8,0.154625,0.5146,0.085279
2390.9,0.143682,0.5298,0.075696
2391,0.136739,0.5271,0.07444
2391.1,0.124625,0.5574,0.062073
2391.2,0.118096,0.5481,0.047556
2391.3,0.115102,0.5386,0.026086
2391.4,0.112104,0.5275,0.01697
2391.5,0.11664,0.4884,0.000001
2391.6,0.113315,0.4862,0.000001
2391.7,0.110333,0.4942,0.000001
2391.8,0.111138,0.5127,0.000001
2391.9,0.111287,0.5205,0.007872
2392,0.11618,0.5836,0.016602
2392.1,0.124198,0.5973,0.013219
2392.2,0.134372,0.6136,0.015058
2392.3,0.149196,0.6077,0.004508
2392.4,0.164256,0.5997,0.000001
2392.5,0.170457,0.6108,0.000001
2392.6,0.176071,0.6333,0.000001
2392.7,0.176775,0.6639,0.000001
2392.8,0.177374,0.6756,0.000001
2392.9,0.173593,0.704,0.012284
2393,0.166281,0.7316,0.030207
2393.1,0.159244,0.7412,0.04396
2393.2,0.151123,0.7176,0.06043
2393.3,0.140158,0.6942,0.066024
2393.4,0.129922,0.6996,0.070689
2393.5,0.116794,0.7443,0.081143
2393.6,0.104103,0.791,0.087016
2393.7,0.092068,0.8188,0.086106
2393.8,0.085229,0.7834,0.088582
2393.9,0.083408,0.7274,0.08725
2394,0.08976,0.6532,0.057189
2394.1,0.086241,0.657,0.055357
2394.2,0.082574,0.6604,0.053593
2394.3,0.082353,0.6598,0.0511
2394.4,0.084998,0.6568,0.050384
2394.5,0.090941,0.6306,0.048936
2394.6,0.101953,0.5784,0.044452
2394.7,0.112848,0.5665,0.043472
2394.8,0.11991,0.5714,0.048364
2394.9,0.129874,0.5627,0.054775
2395,0.13663,0.5905,0.069913
2395.1,0.138282,0.6433,0.089704
2395.2,0.139323,0.6646,0.103837
2395.3,0.140323,0.705,0.119774
2395.4,0.144941,0.7066,0.118307
2395.5,0.149342,0.7147,0.115953
2395.6,0.153338,0.7147,0.108396
2395.7,0.157448,0.709,0.099544
2395.8,0.159613,0.6999,0.08452
2395.9,0.160238,0.6683,0.068528
2396,0.156958,0.6672,0.067787
2396.1,0.156852,0.655,0.067209
2396.2,0.155984,0.6453,0.071213
2396.3,0.150583,0.663,0.079109
2396.4,0.145251,0.6575,0.083887
2396.5,0.142015,0.6456,0.083245
2396.6,0.139849,0.5984,0.080864
2396.7,0.14141,0.576,0.082292
2396.8,0.144035,0.596,0.082656
2396.9,0.147613,0.6368,0.081311
2397,0.151703,0.6655,0.085442
2397.1,0.155305,0.7334,0.090946
2397.2,0.154412,0.7279,0.096253
2397.3,0.143969,0.7119,0.108289
2397.4,0.132718,0.7406,0.119756
2397.5,0.126045,0.7376,0.122947
2397.6,0.119403,0.7197,0.118633
2397.7,0.120184,0.6028,0.102726
2397.8,0.119086,0.5761,0.089416
2397.9,0.121283,0.5929,0.076754
2398,0.124661,0.6006,0.066058
2398.1,0.134356,0.5651,0.047631
2398.2,0.136691,0.5662,0.044186
2398.3,0.137479,0.5762,0.043788
2398.4,0.13407,0.6162,0.045094
2398.5,0.132087,0.621,0.044797
2398.6,0.119575,0.6936,0.050353
2398.7,0.109157,0.7395,0.058435
2398.8,0.105453,0.7371,0.060595
2398.9,0.104781,0.694,0.051735
2399,0.113665,0.5844,0.037234
2399.1,0.1228,0.554,0.018463
2399.2,0.136786,0.4639,0.01423
2399.3,0.148836,0.4656,0.004434
2399.4,0.158772,0.4906,0.004122
2399.5,0.164597,0.5151,0.005279
2399.6,0.163357,0.5485,0.012219
2399.7,0.158363,0.5837,0.018876
2399.8,0.150682,0.6191,0.027141
2399.9,0.146165,0.6227,0.040289
2400,0.129745,0.7115,0.06288
2400.1,0.118647,0.7503,0.084002
2400.2,0.110168,0.7678,0.112283
2400.3,0.104198,0.7705,0.144567
2400.4,0.103191,0.7542,0.183046
2400.5,0.103291,0.7465,0.207495
2400.6,0.116465,0.675,0.210811
2400.7,0.12758,0.6592,0.198734
2400.8,0.143471,0.6416,0.167154
2400.9,0.16387,0.6044,0.105824
2401,0.173914,0.5989,0.068522
2401.1,0.176545,0.6409,0.04962
2401.2,0.172527,0.6952,0.056727
2401.3,0.16522,0.7412,0.069709
2401.4,0.150392,0.8172,0.084389
2401.5,0.136595,0.8983,0.102824
2401.6,0.124017,0.9194,0.117108
2401.7,0.108903,0.9082,0.138232
2401.8,0.0949,0.8946,0.151847
2401.9,0.081962,0.878,0.163803
2402,0.075834,0.8681,0.15981
2402.1,0.076812,0.8698,0.156103
2402.2,0.08252,0.8788,0.143236
2402.3,0.096298,0.7973,0.110132
2402.4,0.105719,0.7374,0.100026
2402.5,0.110413,0.7513,0.101961
2402.6,0.113568,0.8101,0.105986
2402.7,0.1179,0.837,0.110423
2402.8,0.124191,0.8725,0.109191
2402.9,0.134731,0.8597,0.110399
2403,0.13632,0.8915,0.111384
2403.1,0.138018,0.9118,0.113444
2403.2,0.139246,0.9282,0.113123
2403.3,0.140325,0.9287,0.115754
2403.4,0.139251,0.9282,0.11839
2403.5,0.136845,0.9269,0.12245
2403.6,0.134585,0.9237,0.125838
2403.7,0.128554,0.9222,0.12875
2403.8,0.124648,0.9198,0.128182
2403.9,0.122745,0.9185,0.118318
2404,0.12002,0.9167,0.11312
2404.1,0.117377,0.9148,0.102112
2404.2,0.107091,0.9066,0.098631
2404.3,0.097993,0.898,0.091196
2404.4,0.088063,0.8865,0.082466
2404.5,0.085307,0.8828,0.076954
2404.6,0.086827,0.8848,0.0657
2404.7,0.092873,0.8055,0.055025
2404.8,0.101023,0.7081,0.038993
2404.9,0.113013,0.6349,0.02051
2405,0.120017,0.6053,0.014193
2405.1,0.126583,0.5963,0.02472
2405.2,0.131823,0.6119,0.032445
2405.3,0.143725,0.6428,0.045554
2405.4,0.154276,0.6329,0.046083
2405.5,0.164272,0.6281,0.055673
2405.6,0.174808,0.6011,0.057249
2405.7,0.179763,0.5837,0.065349
2405.8,0.179127,0.6405,0.083891
2405.9,0.193993,0.6174,0.115767
2406,0.205142,0.6204,0.12571
2406.1,0.202126,0.6188,0.191937
2406.2,0.196106,0.6305,0.257491
2406.3,0.187042,0.7009,0.323677
2406.4,0.062627,0.8403,0.403942
2406.5,0.051728,0.8067,0.464317
2406.6,0.044804,0.7768,0.501547
2406.7,0.044447,0.775,0.496034
2406.8,0.046696,0.7859,0.470538
2406.9,0.05619,0.8221,0.388732
2407,0.1582,0.8368,0.280086
2407.1,0.162114,0.8246,0.221934
2407.2,0.168132,0.7714,0.135504
2407.3,0.15878,0.8379,0.09294
2407.4,0.151269,0.843,0.08181
2407.5,0.140905,0.8443,0.088459
2407.6,0.134753,0.7869,0.103187
2407.7,0.128108,0.7587,0.123938
2407.8,0.121988,0.7719,0.141327
2407.9,0.119463,0.784,0.150703
2408,0.122432,0.8518,0.144942
2408.1,0.128867,0.8456,0.125668
2408.2,0.131695,0.8659,0.118039
2408.3,0.133136,0.8728,0.116002
2408.4,0.132702,0.8612,0.119903
2408.5,0.131489,0.8662,0.119566
2408.6,0.130348,0.8854,0.11258
2408.7,0.132461,0.8662,0.09348
2408.8,0.131936,0.8529,0.08163
2408.9,0.138202,0.8111,0.042403
2409,0.139576,0.8088,0.022723
2409.1,0.136191,0.7904,0.008476
2409.2,0.128777,0.7746,0.000001
2409.3,0.117533,0.8828,0.000001
2409.4,0.110399,0.9094,0.000001
2409.5,0.104289,0.9041,0.000001
2409.6,0.098124,0.8981,0.000001
2409.7,0.095108,0.8949,0.000001
2409.8,0.096865,0.8968,0.000001
2409.9,0.108946,0.8764,0.000001
2410,0.118581,0.8267,0.000001
2410.1,0.132556,0.7541,0.000001
2410.2,0.147397,0.7117,0.000001
2410.3,0.154343,0.7907,0.003772
2410.4,0.164176,0.7951,0.012542
2410.5,0.171421,0.8162,0.016913
2410.6,0.17463,0.8879,0.021013
2410.7,0.174975,0.9305,0.03448
2410.8,0.176423,0.9433,0.038917
2410.9,0.177112,0.9426,0.042636
2411,0.177825,0.9315,0.038501
2411.1,0.178754,0.9441,0.031424
2411.2,0.178314,0.9263,0.028376
2411.3,0.176512,0.8916,0.026667
2411.4,0.174582,0.8748,0.025782
2411.5,0.172337,0.8904,0.02823
2411.6,0.169026,0.9199,0.031555
2411.7,0.164692,0.9228,0.032381
2411.8,0.164318,0.9266,0.025384
2411.9,0.165117,0.9055,0.018323
2412,0.164417,0.8893,0.020385
2412.1,0.160333,0.8597,0.023721
2412.2,0.152681,0.8537,0.034787
2412.3,0.148225,0.8816,0.045595
2412.4,0.14504,0.9011,0.053738
2412.5,0.144173,0.8849,0.055153
2412.6,0.146708,0.8533,0.052385
2412.7,0.14684,0.8423,0.050079
2412.8,0.145237,0.849,0.053394
2412.9,0.145561,0.8866,0.057927
2413,0.146761,0.8862,0.058218
2413.1,0.149024,0.8803,0.065867
2413.2,0.149119,0.868,0.074138
2413.3,0.149155,0.9083,0.087903
2413.4,0.15103,0.8924,0.103373
2413.5,0.154119,0.8867,0.116023
2413.6,0.156007,0.9066,0.131548
2413.7,0.156679,0.9214,0.136919
2413.8,0.156656,0.9362,0.138674
2413.9,0.155215,0.9356,0.142118
2414,0.152348,0.9344,0.144756
2414.1,0.145483,0.9313,0.154496
2414.2,0.137359,0.9272,0.170394
2414.3,0.129653,0.9229,0.191354
2414.4,0.122019,0.9181,0.215479
2414.5,0.11647,0.9141,0.228923
2414.6,0.115032,0.9131,0.228189
2414.7,0.121634,0.8929,0.201594
2414.8,0.12498,0.8736,0.184188
2414.9,0.13444,0.845,0.160064
2415,0.146629,0.8159,0.129912
2415.1,0.15112,0.8348,0.125339
2415.2,0.15576,0.8256,0.126292
2415.3,0.156959,0.9363,0.139555
2415.4,0.160837,0.9376,0.149551
2415.5,0.163651,0.9389,0.156903
2415.6,0.163958,0.939,0.157482
2415.7,0.160519,0.9377,0.153883
2415.8,0.156367,0.9361,0.147474
2415.9,0.153692,0.9349,0.131515
2416,0.15026,0.9335,0.11715
2416.1,0.14452,0.9308,0.106572
2416.2,0.1399,0.9285,0.100887
2416.3,0.137941,0.9275,0.09565
2416.4,0.137222,0.9271,0.09767
2416.5,0.135656,0.9263,0.094433
2416.6,0.138546,0.9278,0.079441
2416.7,0.14318,0.9256,0.070621
2416.8,0.142716,0.9182,0.066771
2416.9,0.140586,0.9212,0.055084
2417,0.135547,0.9159,0.048999
2417.1,0.131451,0.9058,0.043757
2417.2,0.12897,0.8758,0.040176
2417.3,0.125197,0.8497,0.039705
2417.4,0.117497,0.8936,0.040373
2417.5,0.11384,0.9122,0.038949
2417.6,0.11144,0.9103,0.039162
2417.7,0.107208,0.9067,0.041153
2417.8,0.099277,0.8993,0.045282
2417.9,0.091175,0.8903,0.055399
2418,0.085139,0.8826,0.056631
2418.1,0.083411,0.8801,0.054193
2418.2,0.086329,0.8842,0.053603
2418.3,0.091296,0.8457,0.049228
2418.4,0.099055,0.7516,0.040327
2418.5,0.106067,0.6905,0.031495
2418.6,0.112922,0.6602,0.019229
2418.7,0.119606,0.6588,0.006168
2418.8,0.122043,0.6617,0.000001
2418.9,0.124817,0.6622,0.000001
2419,0.12501,0.6781,0.000001
2419.1,0.127572,0.6867,0.000001
2419.2,0.130747,0.6693,0.000001
2419.3,0.134331,0.6712,0.000001
2419.4,0.135341,0.6757,0.000001
2419.5,0.139767,0.6649,0.000001
2419.6,0.143788,0.6602,0.000001
2419.7,0.153798,0.6642,0.000001
2419.8,0.159232,0.6597,0.000001
2419.9,0.161144,0.6541,0.000001
2420,0.17063,0.6766,0.000001
2420.1,0.173037,0.6684,0.000001
2420.2,0.172731,0.6947,0.000001
2420.3,0.172288,0.6784,0.000001
2420.4,0.173775,0.6643,0.000001
2420.5,0.175693,0.6575,0.000001
2420.6,0.175261,0.6652,0.008398
2420.7,0.174345,0.6665,0.020299
2420.8,0.176992,0.6726,0.03037
2420.9,0.177048,0.6979,0.044195
2421,0.185098,0.6866,0.054834
2421.1,0.188448,0.6974,0.060752
2421.2,0.192363,0.7324,0.063636
2421.3,0.188369,0.745,0.0819
2421.4,0.172425,0.8538,0.104289
2421.5,0.164643,0.8936,0.101055
2421.6,0.155377,0.9356,0.088779
2421.7,0.146105,0.9316,0.071764
2421.8,0.138814,0.9269,0.063223
2421.9,0.129082,0.9225,0.056502
2422,0.111011,0.9099,0.060542
2422.1,0.097593,0.8975,0.062374
2422.2,0.089963,0.8889,0.054115
2422.3,0.08355,0.8803,0.043247
2422.4,0.086539,0.8341,0.024101
2422.5,0.092865,0.6943,0.010003
2422.6,0.101929,0.6021,0.000001
2422.7,0.107745,0.5736,0.000001
2422.8,0.112399,0.5784,0.000001
2422.9,0.113848,0.6013,0.014333
2423,0.117625,0.613,0.020112
2423.1,0.119952,0.6137,0.022141
