DEPTH,PHIE,SWE,VSH
2723.6,0.157462,0.5826,0.116184
2723.7,0.163961,0.5653,0.093957
2723.8,0.171547,0.5534,0.078003
2723.9,0.173944,0.5439,0.07574
2724,0.173686,0.5364,0.083701
2724.1,0.173686,0.5283,0.084713
2724.2,0.172409,0.522,0.084498
2724.3,0.171117,0.5181,0.084933
2724.4,0.163659,0.543,0.088938
2724.5,0.161754,0.5414,0.093385
2724.6,0.15765,0.5647,0.105039
2724.7,0.155775,0.5713,0.114542
2724.8,0.15583,0.5697,0.120209
2724.9,0.153115,0.5777,0.126713
2725,0.150744,0.5805,0.135696
2725.1,0.150032,0.5771,0.136705
2725.2,0.151612,0.5672,0.132015
2725.3,0.155415,0.5489,0.119538
2725.4,0.154971,0.5474,0.114619
2725.5,0.153031,0.5599,0.115113
2725.6,0.150697,0.5714,0.115922
2725.7,0.150289,0.5554,0.109172
2725.8,0.149158,0.5625,0.104003
2725.9,0.146238,0.5927,0.105274
2726,0.14335,0.6306,0.115991
2726.1,0.140593,0.6386,0.128033
2726.2,0.135653,0.6515,0.143055
2726.3,0.132655,0.6514,0.152401
2726.4,0.131617,0.6424,0.155713
2726.5,0.134639,0.6136,0.145691
2726.6,0.139173,0.5861,0.125972
2726.7,0.145712,0.5607,0.102475
2726.8,0.148085,0.549,0.096575
2726.9,0.146223,0.5487,0.106422
2727,0.146505,0.5455,0.107839
2727.1,0.145165,0.5518,0.112456
2727.2,0.143763,0.5612,0.113905
2727.3,0.142445,0.5736,0.114413
2727.4,0.141551,0.5967,0.114838
2727.5,0.140799,0.6144,0.114445
2727.6,0.142048,0.616,0.111433
2727.7,0.145961,0.6054,0.101426
2727.8,0.149892,0.5874,0.098728
2727.9,0.155787,0.5659,0.090767
2728,0.159972,0.5393,0.089628
2728.1,0.16426,0.5088,0.08279
2728.2,0.160421,0.5005,0.085709
2728.3,0.156874,0.4894,0.088996
2728.4,0.151092,0.4934,0.095641
2728.5,0.145879,0.5091,0.098702
2728.6,0.140644,0.537,0.102368
2728.7,0.137417,0.5642,0.107308
2728.8,0.133472,0.5923,0.118247
2728.9,0.128976,0.6174,0.127762
2729,0.129328,0.621,0.12799
2729.1,0.133084,0.6166,0.116515
2729.2,0.13666,0.6098,0.101211
2729.3,0.1429,0.5848,0.087888
2729.4,0.15219,0.5486,0.076222
2729.5,0.15542,0.5349,0.067894
2729.6,0.156159,0.5341,0.065917
2729.7,0.156617,0.5345,0.064595
2729.8,0.158261,0.5445,0.062314
2729.9,0.1622,0.5302,0.066656
2730,0.167729,0.5056,0.065445
2730.1,0.168606,0.4921,0.072081
2730.2,0.166826,0.4832,0.082068
2730.3,0.164968,0.4643,0.091305
2730.4,0.161725,0.4531,0.094593
2730.5,0.160224,0.4403,0.088125
2730.6,0.15746,0.438,0.086745
2730.7,0.154059,0.444,0.085838
2730.8,0.148792,0.4634,0.085935
2730.9,0.144989,0.4838,0.085519
2731,0.142733,0.5049,0.084381
2731.1,0.141673,0.5251,0.086614
2731.2,0.143097,0.5361,0.088045
2731.3,0.147968,0.5246,0.090176
2731.4,0.150998,0.5213,0.091694
2731.5,0.160907,0.4863,0.087516
2731.6,0.164617,0.4664,0.088023
2731.7,0.164709,0.4603,0.089292
2731.8,0.163379,0.4562,0.090411
2731.9,0.163566,0.4553,0.086974
2732,0.163536,0.4815,0.072719
2732.1,0.161654,0.529,0.069629
2732.2,0.159716,0.5663,0.06997
2732.3,0.157308,0.5951,0.068967
2732.4,0.157018,0.6116,0.068543
2732.5,0.1567,0.6371,0.068563
2732.6,0.155274,0.6524,0.07213
2732.7,0.158293,0.6191,0.074761
2732.8,0.166969,0.5789,0.074999
2732.9,0.167869,0.571,0.077462
2733,0.164774,0.5656,0.082128
2733.1,0.15712,0.5601,0.078865
2733.2,0.154937,0.5192,0.077539
2733.3,0.153588,0.4839,0.069179
2733.4,0.152027,0.4639,0.067292
2733.5,0.148395,0.4651,0.07537
2733.6,0.145229,0.4832,0.086383
2733.7,0.146806,0.4871,0.094049
2733.8,0.150532,0.4731,0.102017
2733.9,0.151151,0.4808,0.11021
2734,0.154867,0.4695,0.108964
2734.1,0.156735,0.48,0.097706
2734.2,0.155708,0.4894,0.09624
2734.3,0.157234,0.4764,0.090183
2734.4,0.153918,0.4691,0.094368
2734.5,0.148405,0.4561,0.097272
2734.6,0.142582,0.4512,0.10243
2734.7,0.139311,0.4444,0.106647
2734.8,0.132619,0.4606,0.12085
2734.9,0.132222,0.447,0.126371
2735,0.123497,0.4676,0.148163
2735.1,0.137397,0.3958,0.136154
2735.2,0.131613,0.4974,0.140092
2735.3,0.132668,0.5777,0.136595
2735.4,0.130114,0.692,0.137213
2735.5,0.125408,0.8526,0.141197
2735.6,0.11896,0.9159,0.1403
2735.7,0.113513,0.9119,0.133855
2735.8,0.110625,0.9096,0.122061
2735.9,0.11255,0.9112,0.119146
2736,0.113815,0.9121,0.105109
2736.1,0.111323,0.9102,0.098821
2736.2,0.10838,0.9077,0.09776
2736.3,0.115579,0.9135,0.096082
2736.4,0.127557,0.9216,0.103631
2736.5,0.142162,0.9297,0.079094
2736.6,0.143647,0.9304,0.060551
2736.7,0.143898,0.9297,0.0432
2736.8,0.160221,0.7213,0.027265
2736.9,0.169065,0.5602,0.016953
2737,0.17855,0.4652,0.009421
2737.1,0.190218,0.3787,0.017594
2737.2,0.202184,0.3143,0.028884
2737.3,0.20449,0.2734,0.03081
2737.4,0.204535,0.2566,0.035934
2737.5,0.195392,0.2752,0.058301
2737.6,0.19001,0.3086,0.073158
2737.7,0.183939,0.3629,0.089926
2737.8,0.179699,0.416,0.090179
2737.9,0.160959,0.5394,0.100985
2738,0.152062,0.6017,0.093343
2738.1,0.150779,0.6192,0.08928
2738.2,0.153556,0.5862,0.075344
2738.3,0.147859,0.5738,0.062728
2738.4,0.159658,0.5704,0.02637
2738.5,0.168986,0.582,0.021588
2738.6,0.174647,0.5527,0.016696
2738.7,0.171428,0.5433,0.007158
2738.8,0.172218,0.5302,0.00931
2738.9,0.17187,0.5178,0.015444
2739,0.168156,0.4697,0.015836
2739.1,0.175965,0.4575,0.025377
2739.2,0.184217,0.4196,0.03513
2739.3,0.183707,0.4124,0.039124
2739.4,0.187968,0.3897,0.04503
2739.5,0.187907,0.3759,0.045267
2739.6,0.180612,0.3738,0.037458
2739.7,0.172721,0.3561,0.027881
2739.8,0.161806,0.344,0.019057
2739.9,0.152795,0.4147,0.039069
2740,0.150796,0.4624,0.041211
2740.1,0.150789,0.4759,0.045611
2740.2,0.147867,0.4976,0.051786
2740.3,0.152701,0.4875,0.06097
2740.4,0.150325,0.4954,0.069576
2740.5,0.14868,0.5026,0.079332
2740.6,0.147076,0.5082,0.089423
2740.7,0.144535,0.5132,0.090107
2740.8,0.142327,0.4947,0.084506
2740.9,0.146163,0.4265,0.080215
2741,0.153035,0.4231,0.080521
2741.1,0.154024,0.4307,0.077589
2741.2,0.15331,0.4519,0.078545
2741.3,0.151552,0.4512,0.082357
2741.4,0.147021,0.4552,0.087009
2741.5,0.145879,0.4574,0.090095
2741.6,0.144849,0.4576,0.087631
2741.7,0.143282,0.4607,0.081423
2741.8,0.145754,0.4518,0.072308
2741.9,0.146354,0.4354,0.069689
2742,0.144784,0.4471,0.071432
2742.1,0.143694,0.4564,0.07697
2742.2,0.142726,0.4522,0.089641
2742.3,0.141259,0.4474,0.101697
2742.4,0.14367,0.4565,0.104919
2742.5,0.147652,0.4623,0.101707
2742.6,0.153568,0.4697,0.08957
2742.7,0.155536,0.4906,0.085532
2742.8,0.159017,0.4906,0.079753
2742.9,0.161586,0.4861,0.072174
2743,0.162093,0.4788,0.067032
2743.1,0.163687,0.4719,0.051076
2743.2,0.158717,0.4759,0.044714
2743.3,0.150899,0.4847,0.045434
2743.4,0.146104,0.4776,0.050676
2743.5,0.140806,0.4579,0.06313
2743.6,0.137211,0.4281,0.075795
2743.7,0.135483,0.3664,0.091868
2743.8,0.128157,0.3558,0.111311
2743.9,0.122833,0.3491,0.12015
2744,0.120965,0.3599,0.122469
2744.1,0.122692,0.3671,0.11732
2744.2,0.12636,0.368,0.109247
2744.3,0.131153,0.389,0.091196
2744.4,0.132832,0.4057,0.084652
2744.5,0.13009,0.4654,0.090105
2744.6,0.128449,0.4687,0.099992
2744.7,0.12642,0.4503,0.107848
2744.8,0.124351,0.4303,0.114268
2744.9,0.122304,0.4225,0.113756
2745,0.118794,0.4174,0.123905
2745.1,0.116498,0.4098,0.129105
2745.2,0.113121,0.4177,0.135781
2745.3,0.109296,0.4083,0.139919
2745.4,0.110208,0.4157,0.140095
2745.5,0.113069,0.4612,0.131865
2745.6,0.119306,0.4698,0.11867
2745.7,0.125764,0.4634,0.111322
2745.8,0.129442,0.4572,0.110422
2745.9,0.132916,0.4588,0.107314
2746,0.134301,0.4597,0.106093
2746.1,0.133991,0.4787,0.103612
2746.2,0.134803,0.4831,0.096751
2746.3,0.135199,0.483,0.095215
2746.4,0.136135,0.4847,0.092382
2746.5,0.138981,0.48,0.084546
2746.6,0.143567,0.4556,0.074587
2746.7,0.143308,0.4446,0.074781
2746.8,0.141192,0.4236,0.081363
2746.9,0.137868,0.4086,0.092978
2747,0.13158,0.4149,0.114301
2747.1,0.126419,0.4434,0.131297
2747.2,0.122617,0.4684,0.143397
2747.3,0.123235,0.4746,0.140554
2747.4,0.128157,0.4744,0.124753
2747.5,0.136368,0.4421,0.098164
2747.6,0.13892,0.4501,0.087185
2747.7,0.138497,0.4914,0.078891
2747.8,0.142041,0.4844,0.067777
2747.9,0.142649,0.4747,0.063782
2748,0.140427,0.4756,0.065643
2748.1,0.136389,0.479,0.069446
2748.2,0.134428,0.4793,0.072484
2748.3,0.131578,0.4869,0.079392
2748.4,0.130176,0.4928,0.084329
2748.5,0.130459,0.4945,0.083231
2748.6,0.132528,0.4885,0.079161
2748.7,0.137363,0.4741,0.069744
2748.8,0.137648,0.4677,0.066909
2748.9,0.138598,0.4639,0.065702
2749,0.138286,0.4566,0.06818
2749.1,0.134236,0.465,0.075548
2749.2,0.131779,0.4708,0.084872
2749.3,0.131943,0.4677,0.095345
2749.4,0.13384,0.4543,0.101921
2749.5,0.140605,0.4295,0.100747
2749.6,0.146814,0.4218,0.099795
2749.7,0.149771,0.4169,0.101359
2749.8,0.157733,0.4165,0.083987
2749.9,0.159047,0.4348,0.084686
2750,0.152107,0.453,0.086188
2750.1,0.143309,0.4783,0.089399
2750.2,0.13372,0.5157,0.091966
2750.3,0.131217,0.5334,0.084544
2750.4,0.129801,0.5436,0.081021
2750.5,0.127764,0.5501,0.078678
2750.6,0.127095,0.5436,0.079686
2750.7,0.127924,0.5329,0.082077
2750.8,0.127998,0.5242,0.090739
2750.9,0.130125,0.5168,0.094615
2751,0.128861,0.5221,0.103814
2751.1,0.126495,0.5273,0.109915
2751.2,0.123359,0.53,0.115932
2751.3,0.11999,0.5366,0.11948
2751.4,0.119918,0.5274,0.116048
2751.5,0.120981,0.5198,0.107083
2751.6,0.124402,0.4877,0.095727
2751.7,0.123953,0.4816,0.093388
2751.8,0.122431,0.4718,0.09386
2751.9,0.118839,0.4666,0.109238
2752,0.116646,0.4516,0.120315
2752.1,0.113175,0.453,0.133733
2752.2,0.106202,0.4787,0.152421
2752.3,0.097738,0.5233,0.169867
2752.4,0.092641,0.5506,0.173716
2752.5,0.097714,0.5365,0.153237
2752.6,0.10468,0.5152,0.125776
2752.7,0.114748,0.4732,0.099329
2752.8,0.120018,0.4478,0.086607
2752.9,0.122077,0.4155,0.085648
2753,0.123163,0.4088,0.083025
2753.1,0.121554,0.4202,0.085971
2753.2,0.117519,0.4423,0.099
2753.3,0.115913,0.4674,0.1009
2753.4,0.112163,0.5166,0.105577
2753.5,0.110744,0.5392,0.105193
2753.6,0.118217,0.5213,0.076095
2753.7,0.123933,0.4573,0.070097
2753.8,0.132415,0.3836,0.052594
2753.9,0.131839,0.3547,0.051653
2754,0.126248,0.3475,0.062634
2754.1,0.121308,0.3539,0.072722
2754.2,0.117429,0.3605,0.081562
2754.3,0.11492,0.3676,0.089214
2754.4,0.114745,0.3819,0.089602
2754.5,0.115565,0.3994,0.088025
2754.6,0.117128,0.3937,0.084386
2754.7,0.118411,0.3832,0.076707
2754.8,0.120444,0.3849,0.067567
2754.9,0.120946,0.3874,0.06539
2755,0.111894,0.4703,0.071095
2755.1,0.10683,0.4963,0.082437
2755.2,0.104069,0.5198,0.093149
2755.3,0.104721,0.53,0.101016
2755.4,0.108243,0.5225,0.101649
2755.5,0.118374,0.4522,0.090891
2755.6,0.123697,0.4175,0.082734
2755.7,0.12569,0.4014,0.077558
2755.8,0.125033,0.3729,0.079088
2755.9,0.122985,0.3515,0.080054
2756,0.12029,0.3558,0.085933
2756.1,0.116762,0.3532,0.096594
2756.2,0.110385,0.3682,0.120339
2756.3,0.104701,0.4119,0.142164
2756.4,0.102459,0.4611,0.153294
2756.5,0.105084,0.4998,0.146283
2756.6,0.112537,0.4874,0.122735
2756.7,0.121812,0.4585,0.095634
2756.8,0.127934,0.4201,0.07825
2756.9,0.133675,0.39,0.059141
2757,0.139456,0.381,0.039142
2757.1,0.141738,0.4013,0.026246
2757.2,0.137184,0.4468,0.030083
2757.3,0.133669,0.4721,0.037377
2757.4,0.129838,0.488,0.045208
2757.5,0.130309,0.4973,0.047809
2757.6,0.136191,0.4892,0.045194
2757.7,0.142191,0.4781,0.038699
2757.8,0.14792,0.4575,0.030306
2757.9,0.150106,0.4508,0.028329
2758,0.149967,0.4433,0.028641
2758.1,0.150669,0.4324,0.028064
2758.2,0.150266,0.4306,0.027167
2758.3,0.14906,0.4176,0.027567
2758.4,0.147008,0.4058,0.02936
2758.5,0.144252,0.3997,0.027277
2758.6,0.140589,0.4061,0.024154
2758.7,0.133414,0.423,0.030669
2758.8,0.124711,0.4548,0.042093
2758.9,0.116772,0.4905,0.058869
2759,0.114859,0.4982,0.066002
2759.1,0.118023,0.5037,0.064835
2759.2,0.123843,0.5015,0.060845
2759.3,0.130757,0.4965,0.053322
2759.4,0.139497,0.4924,0.037066
2759.5,0.145295,0.4956,0.02305
2759.6,0.146366,0.5041,0.024387
2759.7,0.14856,0.5004,0.022741
2759.8,0.147686,0.5058,0.025872
2759.9,0.144065,0.5256,0.038567
2760,0.14365,0.5352,0.034821
2760.1,0.145407,0.5442,0.03363
2760.2,0.148412,0.546,0.031255
2760.3,0.150473,0.5395,0.027935
2760.4,0.150467,0.5407,0.022848
2760.5,0.149048,0.5424,0.019655
2760.6,0.149045,0.5331,0.008445
2760.7,0.147135,0.5123,0.004417
2760.8,0.144498,0.4702,0.006989
2760.9,0.140889,0.4208,0.012867
2761,0.139019,0.4034,0.014334
2761.1,0.136852,0.4002,0.020163
2761.2,0.134383,0.4189,0.030602
2761.3,0.133098,0.4433,0.037534
2761.4,0.133127,0.4512,0.043258
2761.5,0.134005,0.4737,0.050219
2761.6,0.135477,0.5077,0.05669
2761.7,0.139579,0.5104,0.0579
2761.8,0.143302,0.5075,0.054369
2761.9,0.143566,0.5065,0.054285
2762,0.138837,0.5228,0.05638
2762.1,0.135957,0.5311,0.052825
2762.2,0.135532,0.5289,0.041899
2762.3,0.13632,0.5116,0.026447
2762.4,0.136216,0.5002,0.016237
2762.5,0.133967,0.4842,0.013218
2762.6,0.130889,0.4795,0.014387
2762.7,0.129623,0.459,0.020201
2762.8,0.12667,0.4436,0.030624
2762.9,0.124072,0.4571,0.035161
2763,0.122679,0.4645,0.036757
2763.1,0.125042,0.4431,0.035816
2763.2,0.128542,0.4027,0.034155
2763.3,0.128596,0.3832,0.036367
2763.4,0.127075,0.3741,0.038965
2763.5,0.126833,0.4057,0.039672
2763.6,0.127981,0.408,0.03851
2763.7,0.126941,0.3603,0.04552
2763.8,0.125668,0.3317,0.057074
2763.9,0.124163,0.3255,0.071776
2764,0.123343,0.3416,0.079943
2764.1,0.120629,0.3745,0.092488
2764.2,0.121771,0.4197,0.089028
2764.3,0.124988,0.4208,0.081357
2764.4,0.132341,0.4048,0.060551
2764.5,0.14073,0.4002,0.032621
2764.6,0.138555,0.4283,0.029711
2764.7,0.134995,0.4482,0.02178
2764.8,0.132568,0.4525,0.01839
2764.9,0.129889,0.4485,0.024
2765,0.129615,0.468,0.017942
2765.1,0.128415,0.4916,0.022091
2765.2,0.130454,0.4843,0.022565
2765.3,0.132189,0.4747,0.024806
2765.4,0.133222,0.4753,0.024063
2765.5,0.134615,0.4665,0.0173
2765.6,0.134412,0.4418,0.013245
2765.7,0.1341,0.4118,0.01065
2765.8,0.132172,0.3676,0.012471
2765.9,0.12939,0.3533,0.018241
2766,0.129421,0.3621,0.023713
2766.1,0.127715,0.3948,0.031356
2766.2,0.126882,0.4177,0.039706
2766.3,0.126379,0.4384,0.049768
2766.4,0.125307,0.4651,0.064336
2766.5,0.127482,0.4693,0.07345
2766.6,0.130034,0.4767,0.075761
2766.7,0.133976,0.4753,0.070106
2766.8,0.138395,0.4688,0.057848
2766.9,0.140352,0.4798,0.055401
2767,0.143934,0.4829,0.047374
2767.1,0.147528,0.4838,0.044946
2767.2,0.150025,0.4991,0.046108
2767.3,0.149364,0.5103,0.048921
2767.4,0.150138,0.5126,0.041357
2767.5,0.151766,0.5093,0.030737
2767.6,0.150159,0.5116,0.027086
2767.7,0.146252,0.5166,0.027804
2767.8,0.142895,0.5063,0.028943
2767.9,0.140237,0.5058,0.02963
2768,0.139362,0.4919,0.027004
2768.1,0.138428,0.4731,0.026594
2768.2,0.137847,0.4608,0.029175
2768.3,0.134935,0.4551,0.033823
2768.4,0.131911,0.4409,0.041872
2768.5,0.128668,0.4185,0.054116
2768.6,0.122253,0.4143,0.074456
2768.7,0.117888,0.4299,0.087823
2768.8,0.116021,0.4434,0.096709
2768.9,0.118176,0.4438,0.094044
2769,0.119886,0.4686,0.086795
2769.1,0.124825,0.4853,0.06523
2769.2,0.126982,0.4928,0.056418
2769.3,0.129701,0.4981,0.048292
2769.4,0.13219,0.4959,0.044474
2769.5,0.134349,0.5055,0.044204
2769.6,0.13225,0.5199,0.04854
2769.7,0.128829,0.531,0.057306
2769.8,0.128967,0.5281,0.0624
2769.9,0.131279,0.512,0.059251
2770,0.128884,0.512,0.065808
2770.1,0.127493,0.4995,0.066165
2770.2,0.12704,0.4791,0.067272
2770.3,0.12863,0.464,0.063672
2770.4,0.131983,0.4363,0.054067
2770.5,0.133945,0.42,0.048038
2770.6,0.133612,0.4238,0.04515
2770.7,0.131851,0.441,0.041579
2770.8,0.131828,0.4557,0.035613
2770.9,0.130528,0.4682,0.034548
2771,0.128516,0.4703,0.038283
2771.1,0.124234,0.4678,0.053237
2771.2,0.119991,0.4708,0.066346
2771.3,0.113832,0.4916,0.081048
2771.4,0.11189,0.517,0.084513
2771.5,0.112697,0.5284,0.085162
2771.6,0.116964,0.528,0.075138
2771.7,0.120839,0.528,0.064417
2771.8,0.124172,0.5197,0.057519
2771.9,0.127886,0.5339,0.051748
2772,0.128616,0.539,0.052608
2772.1,0.128364,0.5429,0.052203
2772.2,0.129854,0.5374,0.049971
2772.3,0.131067,0.5332,0.047608
2772.4,0.13231,0.5264,0.050111
2772.5,0.133068,0.5092,0.060769
2772.6,0.128316,0.5173,0.087481
2772.7,0.11813,0.5476,0.13314
2772.8,0.109999,0.5789,0.168832
2772.9,0.105243,0.6024,0.191664
2773,0.096609,0.631,0.228002
2773.1,0.094879,0.6397,0.237374
2773.2,0.095352,0.6376,0.236626
2773.3,0.096627,0.6293,0.230266
2773.4,0.0973,0.6187,0.227149
2773.5,0.100125,0.5943,0.215025
2773.6,0.101796,0.5836,0.20315
2773.7,0.1033,0.5795,0.18938
2773.8,0.103749,0.5879,0.178019
2773.9,0.106189,0.5873,0.162068
2774,0.111685,0.5704,0.138253
2774.1,0.112309,0.5708,0.131133
2774.2,0.111905,0.5791,0.130943
2774.3,0.111575,0.5845,0.135539
2774.4,0.110156,0.5885,0.142374
2774.5,0.10988,0.5856,0.146468
2774.6,0.110205,0.5834,0.145263
2774.7,0.111236,0.5745,0.133777
2774.8,0.1129,0.5542,0.12287
2774.9,0.112254,0.541,0.110114
2775,0.111037,0.5344,0.102812
2775.1,0.110733,0.5139,0.102553
2775.2,0.110368,0.5003,0.103061
2775.3,0.108569,0.4985,0.10988
2775.4,0.106477,0.4991,0.121034
2775.5,0.106522,0.4965,0.128454
2775.6,0.107821,0.4995,0.133551
2775.7,0.110351,0.5023,0.133524
2775.8,0.112726,0.5043,0.132306
2775.9,0.112522,0.5104,0.134118
2776,0.111258,0.5151,0.139696
2776.1,0.112264,0.507,0.138951
2776.2,0.112674,0.5029,0.139857
2776.3,0.111014,0.5067,0.143714
2776.4,0.109021,0.5131,0.149184
2776.5,0.108139,0.5129,0.154699
2776.6,0.109549,0.5043,0.156377
2776.7,0.115308,0.4788,0.150689
2776.8,0.118979,0.4311,0.149745
2776.9,0.11928,0.4122,0.151217
2777,0.118578,0.411,0.154521
2777.1,0.118566,0.4173,0.154768
2777.2,0.11837,0.4144,0.154796
2777.3,0.119061,0.4034,0.150995
2777.4,0.121823,0.3892,0.13784
2777.5,0.123687,0.3808,0.12304
2777.6,0.121575,0.3745,0.115622
2777.7,0.117222,0.3647,0.116162
2777.8,0.110913,0.3631,0.118549
2777.9,0.103958,0.3731,0.117258
2778,0.099605,0.3981,0.11495
2778.1,0.09489,0.4285,0.113635
2778.2,0.091564,0.4532,0.114223
2778.3,0.089444,0.4785,0.112574
2778.4,0.089061,0.4901,0.109473
2778.5,0.094581,0.4649,0.091903
2778.6,0.100694,0.443,0.074193
2778.7,0.104146,0.416,0.066216
2778.8,0.104302,0.4007,0.068293
2778.9,0.102029,0.3787,0.08073
2779,0.100633,0.3412,0.088621
2779.1,0.099543,0.3144,0.098128
2779.2,0.102361,0.305,0.100547
2779.3,0.108243,0.3012,0.09565
2779.4,0.112855,0.3183,0.092202
2779.5,0.121429,0.3281,0.077704
2779.6,0.128175,0.3303,0.06959
2779.7,0.133667,0.3383,0.057842
2779.8,0.136132,0.3736,0.048514
2779.9,0.135919,0.4228,0.047295
2780,0.140359,0.4687,0.033658
2780.1,0.144756,0.4755,0.032033
2780.2,0.149079,0.4757,0.034109
2780.3,0.15644,0.461,0.044651
2780.4,0.158794,0.463,0.060935
2780.5,0.150853,0.483,0.073449
2780.6,0.143313,0.4873,0.082407
2780.7,0.135775,0.4905,0.085923
2780.8,0.13234,0.4811,0.083098
2780.9,0.133161,0.3894,0.072715
2781,0.130944,0.3542,0.06826
2781.1,0.129237,0.3394,0.064669
2781.2,0.129145,0.3225,0.063602
2781.3,0.129783,0.3208,0.062358
2781.4,0.131881,0.3306,0.061003
2781.5,0.135396,0.3414,0.058992
2781.6,0.137578,0.3609,0.05645
2781.7,0.14255,0.3561,0.047838
2781.8,0.147038,0.348,0.040983
2781.9,0.147904,0.3624,0.042536
2782,0.147441,0.3968,0.047736
2782.1,0.145435,0.435,0.063126
2782.2,0.146622,0.4705,0.066983
2782.3,0.149884,0.4968,0.06489
2782.4,0.155533,0.4925,0.061193
2782.5,0.160833,0.4722,0.050979
2782.6,0.161835,0.4352,0.044012
2782.7,0.158103,0.4108,0.043721
2782.8,0.153219,0.3869,0.049054
2782.9,0.14381,0.3797,0.061628
2783,0.139554,0.3681,0.062802
2783.1,0.137352,0.3637,0.060362
2783.2,0.137345,0.3728,0.057637
2783.3,0.139749,0.3764,0.053044
2783.4,0.141311,0.3844,0.052129
2783.5,0.141313,0.3958,0.056568
2783.6,0.142214,0.418,0.059394
2783.7,0.144678,0.4436,0.053066
2783.8,0.146093,0.486,0.046131
2783.9,0.14569,0.4908,0.03933
2784,0.143775,0.5065,0.038908
2784.1,0.14382,0.5151,0.035654
2784.2,0.145786,0.5099,0.035139
2784.3,0.149715,0.4935,0.035001
2784.4,0.15147,0.4728,0.036984
2784.5,0.153215,0.4638,0.037766
2784.6,0.156058,0.4573,0.038703
2784.7,0.15656,0.4609,0.041452
2784.8,0.152081,0.4918,0.043577
2784.9,0.147523,0.4977,0.047893
2785,0.143802,0.5074,0.050244
2785.1,0.141779,0.5164,0.053481
2785.2,0.143629,0.5207,0.054394
2785.3,0.150485,0.5125,0.053733
2785.4,0.157709,0.5061,0.056543
2785.5,0.160396,0.5148,0.061906
2785.6,0.162527,0.5364,0.061853
2785.7,0.164868,0.555,0.060639
2785.8,0.169132,0.5473,0.054968
2785.9,0.173325,0.5598,0.047605
2786,0.171574,0.5877,0.044295
2786.1,0.16838,0.5716,0.046721
2786.2,0.170741,0.5591,0.04739
2786.3,0.16986,0.5414,0.048837
2786.4,0.163397,0.5533,0.05351
2786.5,0.158707,0.5544,0.050209
2786.6,0.156468,0.5809,0.04367
2786.7,0.155232,0.5927,0.036838
2786.8,0.151653,0.5542,0.03387
2786.9,0.149309,0.5382,0.029088
2787,0.15019,0.5268,0.027316
2787.1,0.151914,0.506,0.02281
2787.2,0.150762,0.4763,0.013855
2787.3,0.15321,0.4479,0.006414
2787.4,0.154842,0.4351,0.000001
2787.5,0.154342,0.4309,0.005972
2787.6,0.153054,0.4274,0.017848
2787.7,0.154924,0.4204,0.022302
2787.8,0.15604,0.4124,0.032012
2787.9,0.159802,0.3923,0.025222
2788,0.160799,0.3824,0.020833
2788.1,0.164582,0.3615,0.007288
2788.2,0.163129,0.3367,0.000611
2788.3,0.160438,0.346,0.004515
2788.4,0.157977,0.3641,0.008836
2788.5,0.154001,0.391,0.01502
2788.6,0.149261,0.4153,0.029113
2788.7,0.146256,0.4214,0.042301
2788.8,0.146048,0.4259,0.045135
2788.9,0.149167,0.431,0.036344
2789,0.152623,0.4222,0.026841
2789.1,0.157262,0.4159,0.012748
2789.2,0.160062,0.3914,0.000001
2789.3,0.158979,0.3743,0.000001
2789.4,0.157888,0.3514,0.001004
2789.5,0.151845,0.3197,0.019738
2789.6,0.147835,0.3046,0.032002
2789.7,0.145504,0.3193,0.032893
2789.8,0.143366,0.3244,0.029495
2789.9,0.137508,0.3249,0.034907
2790,0.136725,0.3277,0.031683
2790.1,0.13308,0.3243,0.035073
2790.2,0.13106,0.3325,0.038376
2790.3,0.13154,0.3517,0.039352
2790.4,0.133943,0.3552,0.040358
2790.5,0.13619,0.3499,0.037531
2790.6,0.142352,0.3563,0.031466
2790.7,0.144734,0.3886,0.03401
2790.8,0.145114,0.4262,0.041546
2790.9,0.146717,0.4629,0.042987
2791,0.150521,0.497,0.036104
2791.1,0.157105,0.5081,0.021923
2791.2,0.158889,0.5264,0.021767
2791.3,0.1639,0.5567,0.017265
2791.4,0.166036,0.5551,0.011989
2791.5,0.165349,0.5654,0.005935
2791.6,0.165943,0.5815,0.001138
2791.7,0.168962,0.5856,0.0013
2791.8,0.170346,0.5739,0.004099
2791.9,0.169939,0.5741,0.000484
2792,0.166499,0.5925,0.000001
2792.1,0.166911,0.5977,0.000001
2792.2,0.169122,0.5787,0.000001
2792.3,0.172174,0.5359,0.000001
2792.4,0.175185,0.536,0.000001
2792.5,0.178798,0.5538,0.000001
2792.6,0.180944,0.5551,0.000001
2792.7,0.181897,0.5569,0.000001
2792.8,0.183328,0.5659,0.000001
2792.9,0.183209,0.5752,0.000001
2793,0.183393,0.5773,0.000001
2793.1,0.183805,0.5863,0.000121
2793.2,0.182554,0.5995,0.00413
2793.3,0.181274,0.5996,0.009218
2793.4,0.178096,0.5984,0.012983
2793.5,0.174561,0.5908,0.019889
2793.6,0.17234,0.5812,0.025769
2793.7,0.17114,0.5808,0.026517
2793.8,0.170972,0.5761,0.027437
2793.9,0.171659,0.5664,0.025302
2794,0.174451,0.556,0.020599
2794.1,0.174926,0.5424,0.018159
2794.2,0.170931,0.5501,0.022594
2794.3,0.163807,0.5787,0.033032
2794.4,0.155378,0.6126,0.047229
